arrangement_id,update_datetime,requester_staff_id,wfh_date,wfh_type,current_approval_status,approving_officer,delegate_approving_officer,reason_description,batch_id,latest_log_id,supporting_doc_1,supporting_doc_2,supporting_doc_3,status_reason
163,2025-08-09T15:14:09Z,160212,2024-09-19,PM,PENDING_APPROVAL,160008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",24,1,None,None,None,None
164,2025-08-26T00:41:21Z,160315,2024-10-10,PM,PENDING_APPROVAL,160008,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs.",10,1,None,None,None,None
165,2025-11-15T05:02:31Z,150655,2024-09-25,PM,CANCELLED,151408,140001,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",15,1,None,None,None,None
166,2025-01-18T22:20:06Z,151500,2024-09-30,FULL,PENDING_APPROVAL,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",72,1,None,None,None,None
167,2025-07-23T04:51:12Z,150163,2024-07-18,PM,PENDING_WITHDRAWAL,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,16,1,None,None,None,None
168,2024-12-30T01:52:49Z,150345,2024-10-08,FULL,PENDING_APPROVAL,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,66,1,None,None,None,None
169,2024-11-28T11:15:46Z,190017,2024-08-05,PM,CANCELLED,150008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",56,1,None,None,None,None
170,2025-05-09T18:39:21Z,151477,2024-07-16,PM,PENDING_APPROVAL,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",41,1,None,None,None,None
171,2025-11-26T10:25:29Z,151543,2024-07-23,PM,CANCELLED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,77,1,None,None,None,None
172,2025-04-04T10:02:06Z,170238,2024-10-03,AM,APPROVED,171009,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,100,1,None,None,None,None
173,2025-05-19T07:03:36Z,151595,2024-10-01,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",94,1,None,None,None,None
174,2025-02-06T07:07:55Z,151507,2024-08-30,FULL,APPROVED,151408,140001,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",41,1,None,None,None,None
175,2025-05-09T13:14:43Z,140888,2024-10-12,AM,REJECTED,140008,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",6,1,None,None,None,None
176,2025-04-04T00:39:15Z,151547,2024-09-29,FULL,PENDING_WITHDRAWAL,151408,140001,"OOO - Taking care of a family member, elderly care, or childcare issues.",35,1,None,None,None,None
177,2025-11-21T04:21:06Z,190067,2024-10-03,FULL,CANCELLED,150008,,"WFH - Weather disruptions, transportation issues, or emergencies.",82,1,None,None,None,None
178,2024-11-16T12:21:08Z,151489,2024-07-11,AM,PENDING_WITHDRAWAL,151408,140001,OOO - Moving to a new home or handling logistics related to a recent move.,84,1,None,None,None,None
179,2025-09-11T11:44:55Z,190036,2024-07-09,PM,PENDING_APPROVAL,150008,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",8,1,None,None,None,None
180,2025-01-18T14:52:13Z,190091,2024-09-22,FULL,WITHDRAWN,150008,,WFH - Celebrating a religious holiday or participating in a faith-based event.,52,1,None,None,None,None
181,2025-05-29T22:00:43Z,151613,2024-08-25,AM,PENDING_APPROVAL,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",42,1,None,None,None,None
182,2025-10-01T12:47:30Z,150632,2024-08-20,PM,REJECTED,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",54,1,None,None,None,None
183,2025-04-23T19:37:03Z,151198,2024-08-03,PM,PENDING_APPROVAL,151408,140001,"OOO - Planned time off to recharge, travel, or enjoy a break.",85,1,None,None,None,None
184,2025-10-29T04:41:22Z,190032,2024-09-03,FULL,CANCELLED,150008,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",48,1,None,None,None,None
185,2025-10-25T00:35:16Z,160333,2024-07-11,AM,PENDING_APPROVAL,160008,,"OOO - Weather disruptions, transportation issues, or emergencies.",70,1,None,None,None,None
186,2025-07-09T10:11:05Z,151443,2024-07-03,FULL,REJECTED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",85,1,None,None,None,None
187,2025-08-08T18:32:59Z,151596,2024-07-17,AM,APPROVED,151408,140001,OOO - Celebrating a religious holiday or participating in a faith-based event.,70,1,None,None,None,None
188,2025-03-22T05:47:33Z,160289,2024-09-26,FULL,REJECTED,160008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",87,1,None,None,None,None
189,2025-10-26T07:39:55Z,150216,2024-08-27,PM,APPROVED,151408,140001,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",82,1,None,None,None,None
190,2025-08-05T20:16:49Z,150118,2024-08-26,PM,APPROVED,151408,140001,OOO - Celebrating a religious holiday or participating in a faith-based event.,27,1,None,None,None,None
191,2025-10-07T22:34:01Z,210028,2024-08-28,FULL,PENDING_WITHDRAWAL,210001,,"WFH - Taking leave to attend a course, certification, or exam preparation.",83,1,None,None,None,None
192,2025-03-04T05:57:12Z,190089,2024-10-20,PM,CANCELLED,150008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",84,1,None,None,None,None
193,2025-10-24T09:44:24Z,171016,2024-09-07,AM,CANCELLED,171018,,WFH - Celebrating a religious holiday or participating in a faith-based event.,13,1,None,None,None,None
194,2025-07-04T17:40:17Z,150435,2024-07-05,PM,PENDING_WITHDRAWAL,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,44,1,None,None,None,None
195,2025-04-08T09:24:01Z,150095,2024-10-25,AM,PENDING_APPROVAL,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",48,1,None,None,None,None
196,2024-11-24T21:43:05Z,151408,2024-08-07,AM,WITHDRAWN,130002,,"OOO - Attending a family wedding, birthday, or significant milestone celebration.",19,1,None,None,None,None
197,2024-11-21T16:18:33Z,150423,2024-08-31,AM,CANCELLED,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",39,1,None,None,None,None
198,2025-07-04T00:51:19Z,151464,2024-07-06,PM,REJECTED,151408,140001,"OOO - Taking leave to attend a course, certification, or exam preparation.",56,1,None,None,None,None
199,2025-09-06T09:59:41Z,190070,2024-09-02,FULL,REJECTED,150008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,78,1,None,None,None,None
200,2025-11-22T00:03:51Z,150166,2024-10-02,PM,PENDING_APPROVAL,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",92,1,None,None,None,None
201,2025-04-19T22:45:02Z,160314,2024-09-18,PM,CANCELLED,160008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,41,1,None,None,None,None
202,2025-11-11T16:49:26Z,151533,2024-08-13,PM,CANCELLED,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",76,1,None,None,None,None
203,2025-04-22T09:21:45Z,190009,2024-07-03,AM,CANCELLED,150008,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",19,1,None,None,None,None
204,2024-12-13T10:16:06Z,151495,2024-07-16,AM,WITHDRAWN,151408,140001,OOO - Moving to a new home or handling logistics related to a recent move.,38,1,None,None,None,None
205,2025-04-21T11:18:52Z,151527,2024-08-28,FULL,APPROVED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,66,1,None,None,None,None
206,2025-06-11T03:43:55Z,190044,2024-07-21,AM,REJECTED,150008,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",28,1,None,None,None,None
207,2025-03-10T23:14:57Z,140927,2024-08-14,AM,WITHDRAWN,140879,,"WFH - Weather disruptions, transportation issues, or emergencies.",9,1,None,None,None,None
208,2025-08-07T10:29:34Z,151560,2024-07-13,FULL,CANCELLED,151408,140001,OOO - Taking a day for self-care or to manage stress and prevent burnout.,20,1,None,None,None,None
209,2025-07-23T22:27:53Z,150233,2024-07-12,FULL,APPROVED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",84,1,None,None,None,None
210,2024-12-21T20:44:48Z,151520,2024-08-02,PM,REJECTED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,85,1,None,None,None,None
211,2024-12-16T09:26:41Z,151464,2024-08-30,FULL,WITHDRAWN,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",14,1,None,None,None,None
212,2025-10-24T06:33:48Z,151459,2024-07-01,FULL,WITHDRAWN,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",20,1,None,None,None,None
213,2024-12-11T12:50:18Z,151483,2024-09-12,AM,REJECTED,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",100,1,None,None,None,None
214,2025-09-11T21:47:27Z,150095,2024-07-31,PM,WITHDRAWN,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",26,1,None,None,None,None
215,2025-03-09T12:01:07Z,171046,2024-07-17,AM,CANCELLED,171029,,WFH - Moving to a new home or handling logistics related to a recent move.,21,1,None,None,None,None
216,2025-01-14T15:20:23Z,160293,2024-07-25,AM,WITHDRAWN,160008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,71,1,None,None,None,None
217,2025-05-22T19:18:18Z,151608,2024-07-21,FULL,CANCELLED,151408,140001,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",53,1,None,None,None,None
218,2025-06-29T05:22:57Z,180019,2024-07-12,AM,PENDING_WITHDRAWAL,180001,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",14,1,None,None,None,None
219,2025-02-27T15:56:59Z,160316,2024-10-24,AM,PENDING_WITHDRAWAL,160008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",78,1,None,None,None,None
220,2025-09-07T13:35:08Z,190086,2024-08-14,PM,PENDING_APPROVAL,150008,,WFH - Moving to a new home or handling logistics related to a recent move.,66,1,None,None,None,None
221,2025-09-30T07:32:43Z,180034,2024-07-22,AM,PENDING_WITHDRAWAL,180001,,WFH - Celebrating a religious holiday or participating in a faith-based event.,46,1,None,None,None,None
222,2025-06-19T14:50:39Z,190065,2024-10-29,PM,APPROVED,150008,,OOO - Celebrating a religious holiday or participating in a faith-based event.,61,1,None,None,None,None
223,2025-10-14T00:45:58Z,151603,2024-10-26,FULL,APPROVED,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",38,1,None,None,None,None
224,2025-06-12T21:53:24Z,190092,2024-10-16,PM,WITHDRAWN,150008,,"WFH - Weather disruptions, transportation issues, or emergencies.",11,1,None,None,None,None
225,2024-12-09T15:11:48Z,150318,2024-10-05,FULL,REJECTED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,36,1,None,None,None,None
226,2025-07-26T02:37:23Z,170166,2024-10-02,AM,APPROVED,130002,,OOO - Moving to a new home or handling logistics related to a recent move.,46,1,None,None,None,None
227,2024-11-15T09:22:47Z,151470,2024-10-22,AM,PENDING_APPROVAL,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",87,1,None,None,None,None
228,2025-02-17T13:52:13Z,140888,2024-09-12,AM,PENDING_APPROVAL,140008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",58,1,None,None,None,None
229,2025-08-14T04:26:42Z,190016,2024-09-06,AM,WITHDRAWN,150008,,"OOO - Planned time off to recharge, travel, or enjoy a break.",97,1,None,None,None,None
230,2024-11-04T19:51:23Z,190004,2024-09-19,PM,CANCELLED,150008,,"WFH - Planned time off to recharge, travel, or enjoy a break.",23,1,None,None,None,None
231,2025-02-18T21:19:18Z,190028,2024-08-24,PM,WITHDRAWN,150008,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",10,1,None,None,None,None
232,2024-12-12T17:31:07Z,140102,2024-07-09,FULL,CANCELLED,140894,,OOO - Moving to a new home or handling logistics related to a recent move.,91,1,None,None,None,None
233,2025-05-26T05:36:09Z,151502,2024-10-26,PM,PENDING_WITHDRAWAL,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,21,1,None,None,None,None
234,2024-11-25T10:51:17Z,150075,2024-09-08,PM,WITHDRAWN,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",94,1,None,None,None,None
235,2024-12-17T21:11:24Z,150976,2024-09-03,AM,REJECTED,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",68,1,None,None,None,None
236,2025-09-29T10:40:38Z,150695,2024-07-05,PM,CANCELLED,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,51,1,None,None,None,None
237,2025-10-29T10:00:25Z,210023,2024-07-17,PM,APPROVED,210001,,"WFH - Planned time off to recharge, travel, or enjoy a break.",46,1,None,None,None,None
238,2025-10-04T03:38:29Z,151546,2024-07-01,FULL,PENDING_WITHDRAWAL,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",22,1,None,None,None,None
239,2025-04-12T13:44:54Z,140895,2024-10-15,PM,PENDING_APPROVAL,140103,,"WFH - Taking leave to attend a course, certification, or exam preparation.",4,1,None,None,None,None
240,2025-04-16T15:57:05Z,190021,2024-10-08,AM,PENDING_APPROVAL,150008,,"OOO - Planned time off to recharge, travel, or enjoy a break.",24,1,None,None,None,None
241,2025-11-07T06:02:28Z,150115,2024-07-27,PM,APPROVED,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",41,1,None,None,None,None
242,2025-10-28T09:49:17Z,140003,2024-08-11,PM,PENDING_WITHDRAWAL,140894,,"WFH - Planned time off to recharge, travel, or enjoy a break.",43,1,None,None,None,None
243,2024-11-16T03:06:24Z,151603,2024-09-16,PM,PENDING_APPROVAL,151408,140001,"OOO - Planned time off to recharge, travel, or enjoy a break.",52,1,None,None,None,None
244,2025-02-04T10:53:12Z,160294,2024-09-03,FULL,WITHDRAWN,160008,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs.",40,1,None,None,None,None
245,2025-04-21T15:44:45Z,190017,2024-08-23,FULL,WITHDRAWN,150008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,52,1,None,None,None,None
246,2025-07-08T16:15:59Z,150398,2024-10-20,AM,WITHDRAWN,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,89,1,None,None,None,None
247,2024-12-24T19:21:14Z,190066,2024-09-26,FULL,APPROVED,150008,,"OOO - Taking leave to attend a course, certification, or exam preparation.",33,1,None,None,None,None
248,2025-11-24T05:13:16Z,151568,2024-08-21,FULL,PENDING_WITHDRAWAL,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",98,1,None,None,None,None
249,2025-10-02T23:33:45Z,150215,2024-08-24,FULL,WITHDRAWN,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,59,1,None,None,None,None
250,2025-08-25T18:18:11Z,140937,2024-10-04,PM,REJECTED,140879,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",40,1,None,None,None,None
251,2025-11-22T18:24:10Z,210020,2024-10-23,AM,REJECTED,210001,,WFH - Moving to a new home or handling logistics related to a recent move.,37,1,None,None,None,None
252,2025-10-16T01:12:53Z,140905,2024-08-02,AM,PENDING_WITHDRAWAL,140944,,"WFH - Taking leave to attend a course, certification, or exam preparation.",35,1,None,None,None,None
253,2025-05-15T22:11:36Z,150265,2024-09-07,AM,PENDING_WITHDRAWAL,151408,140001,"OOO - Weather disruptions, transportation issues, or emergencies.",88,1,None,None,None,None
254,2024-12-05T07:59:29Z,140909,2024-08-12,AM,CANCELLED,140944,,"WFH - Planned time off to recharge, travel, or enjoy a break.",48,1,None,None,None,None
255,2025-03-24T12:28:00Z,150343,2024-08-19,FULL,PENDING_WITHDRAWAL,151408,140001,"OOO - Planned time off to recharge, travel, or enjoy a break.",68,1,None,None,None,None
256,2025-11-11T12:48:16Z,190082,2024-10-17,PM,CANCELLED,150008,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",15,1,None,None,None,None
257,2025-07-31T10:30:51Z,151448,2024-10-20,AM,REJECTED,151408,140001,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",17,1,None,None,None,None
258,2025-06-21T05:11:39Z,151524,2024-07-13,AM,WITHDRAWN,151408,140001,WFH - Moving to a new home or handling logistics related to a recent move.,94,1,None,None,None,None
259,2025-04-28T21:55:41Z,151502,2024-09-21,FULL,WITHDRAWN,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",100,1,None,None,None,None
260,2025-08-01T14:06:44Z,190028,2024-10-25,PM,WITHDRAWN,150008,,"OOO - Planned time off to recharge, travel, or enjoy a break.",67,1,None,None,None,None
261,2025-07-06T01:51:46Z,140905,2024-08-12,FULL,REJECTED,140944,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",41,1,None,None,None,None
262,2025-08-15T21:11:27Z,151570,2024-10-02,AM,CANCELLED,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,82,1,None,None,None,None
263,2025-08-06T16:20:23Z,150008,2024-09-02,AM,REJECTED,130002,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",81,1,None,None,None,None
264,2025-08-15T23:45:00Z,210030,2024-10-12,AM,PENDING_WITHDRAWAL,210001,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",53,1,None,None,None,None
265,2025-01-20T16:56:24Z,140004,2024-09-30,AM,PENDING_APPROVAL,140894,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",37,1,None,None,None,None
266,2025-10-09T16:59:27Z,150208,2024-08-16,AM,PENDING_WITHDRAWAL,151408,140001,OOO - Celebrating a religious holiday or participating in a faith-based event.,12,1,None,None,None,None
267,2025-02-04T20:13:03Z,140900,2024-10-12,FULL,PENDING_APPROVAL,140103,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",24,1,None,None,None,None
268,2024-12-17T23:20:25Z,151539,2024-10-15,PM,WITHDRAWN,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,45,1,None,None,None,None
269,2025-06-19T02:55:54Z,160299,2024-09-24,PM,PENDING_APPROVAL,160008,,"OOO - Planned time off to recharge, travel, or enjoy a break.",13,1,None,None,None,None
270,2024-11-25T14:45:30Z,151526,2024-08-12,FULL,WITHDRAWN,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",35,1,None,None,None,None
271,2025-10-03T23:00:42Z,151524,2024-07-03,PM,PENDING_WITHDRAWAL,151408,140001,OOO - Moving to a new home or handling logistics related to a recent move.,31,1,None,None,None,None
272,2025-10-21T16:06:28Z,151448,2024-09-30,PM,PENDING_WITHDRAWAL,151408,140001,"OOO - Taking care of a family member, elderly care, or childcare issues.",32,1,None,None,None,None
273,2025-11-18T08:07:45Z,151496,2024-10-03,FULL,REJECTED,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,8,1,None,None,None,None
274,2025-07-29T02:44:49Z,171018,2024-09-02,PM,REJECTED,170166,,"OOO - Taking leave to attend a course, certification, or exam preparation.",19,1,None,None,None,None
275,2024-11-04T02:25:49Z,150008,2024-10-18,AM,REJECTED,130002,,WFH - Celebrating a religious holiday or participating in a faith-based event.,8,1,None,None,None,None
276,2025-08-19T16:07:29Z,140948,2024-07-08,PM,PENDING_WITHDRAWAL,140879,,"OOO - Weather disruptions, transportation issues, or emergencies.",38,1,None,None,None,None
277,2025-08-11T10:19:00Z,140102,2024-08-27,PM,APPROVED,140894,,"WFH - Taking leave to attend a course, certification, or exam preparation.",86,1,None,None,None,None
278,2025-10-07T12:49:59Z,151505,2024-07-14,AM,PENDING_APPROVAL,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",53,1,None,None,None,None
279,2025-09-14T18:46:51Z,150935,2024-07-31,PM,CANCELLED,151408,140001,"OOO - Weather disruptions, transportation issues, or emergencies.",5,1,None,None,None,None
280,2025-01-16T02:57:44Z,170215,2024-10-10,FULL,WITHDRAWN,171009,,"OOO - Taking care of a family member, elderly care, or childcare issues.",93,1,None,None,None,None
281,2025-11-10T05:12:42Z,150193,2024-08-02,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",2,1,None,None,None,None
282,2025-06-21T18:05:03Z,160145,2024-10-18,FULL,PENDING_WITHDRAWAL,160008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",33,1,None,None,None,None
283,2025-05-19T05:35:52Z,151459,2024-08-29,PM,PENDING_WITHDRAWAL,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",92,1,None,None,None,None
284,2024-11-25T07:37:18Z,160258,2024-10-14,AM,REJECTED,160008,,OOO - Moving to a new home or handling logistics related to a recent move.,61,1,None,None,None,None
285,2025-07-09T17:56:49Z,160304,2024-08-23,AM,REJECTED,160008,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,48,1,None,None,None,None
286,2025-01-07T00:06:27Z,190097,2024-09-27,FULL,PENDING_APPROVAL,150008,,WFH - Celebrating a religious holiday or participating in a faith-based event.,3,1,None,None,None,None
287,2025-09-07T09:28:26Z,151456,2024-07-22,FULL,REJECTED,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",49,1,None,None,None,None
288,2025-11-28T21:29:49Z,151560,2024-07-23,FULL,PENDING_WITHDRAWAL,151408,140001,OOO - Taking a day for self-care or to manage stress and prevent burnout.,97,1,None,None,None,None
289,2025-01-01T05:08:24Z,150275,2024-09-16,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Taking leave to attend a course, certification, or exam preparation.",93,1,None,None,None,None
290,2024-11-06T15:39:31Z,160332,2024-07-20,PM,REJECTED,160008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",20,1,None,None,None,None
291,2025-08-17T23:29:25Z,151055,2024-08-20,AM,PENDING_WITHDRAWAL,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",12,1,None,None,None,None
292,2025-09-10T16:23:33Z,151520,2024-07-26,PM,APPROVED,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",24,1,None,None,None,None
293,2025-08-29T08:42:57Z,210041,2024-08-13,FULL,PENDING_APPROVAL,210001,,WFH - Moving to a new home or handling logistics related to a recent move.,39,1,None,None,None,None
294,2025-09-16T02:45:26Z,190067,2024-08-27,AM,CANCELLED,150008,,WFH - Celebrating a religious holiday or participating in a faith-based event.,23,1,None,None,None,None
295,2025-08-22T05:27:14Z,190096,2024-07-06,PM,REJECTED,150008,,"WFH - Taking leave to attend a course, certification, or exam preparation.",20,1,None,None,None,None
296,2025-08-30T17:28:45Z,150765,2024-07-28,FULL,CANCELLED,151408,140001,OOO - Moving to a new home or handling logistics related to a recent move.,60,1,None,None,None,None
297,2025-01-16T14:29:33Z,210032,2024-08-24,AM,REJECTED,210001,,WFH - Moving to a new home or handling logistics related to a recent move.,18,1,None,None,None,None
298,2025-09-23T18:41:13Z,190069,2024-07-01,AM,WITHDRAWN,150008,,"WFH - Taking care of a family member, elderly care, or childcare issues.",39,1,None,None,None,None
299,2025-11-24T00:48:36Z,150525,2024-08-06,PM,CANCELLED,151408,140001,"WFH - Planned time off to recharge, travel, or enjoy a break.",12,1,None,None,None,None
300,2025-05-22T18:12:46Z,171045,2024-07-25,PM,WITHDRAWN,171029,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",56,1,None,None,None,None
301,2025-01-15T02:35:37Z,151545,2024-09-06,PM,APPROVED,151408,140001,OOO - Celebrating a religious holiday or participating in a faith-based event.,12,1,None,None,None,None
302,2025-10-04T14:30:44Z,151506,2024-07-22,FULL,WITHDRAWN,151408,140001,"WFH - Weather disruptions, transportation issues, or emergencies.",94,1,None,None,None,None
303,2025-11-19T11:06:44Z,140935,2024-10-18,PM,PENDING_APPROVAL,140879,,WFH - Moving to a new home or handling logistics related to a recent move.,3,1,None,None,None,None
304,2024-11-07T22:49:46Z,190082,2024-10-25,PM,APPROVED,150008,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery.",17,1,None,None,None,None
305,2025-07-26T06:41:21Z,150976,2024-08-03,FULL,WITHDRAWN,151408,140001,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs.",100,1,None,None,None,None
306,2025-08-01T01:18:39Z,190075,2024-08-26,PM,REJECTED,150008,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs.",52,1,None,None,None,None
307,2025-08-11T21:23:21Z,150208,2024-07-02,FULL,WITHDRAWN,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",53,1,None,None,None,None
308,2025-01-10T13:12:25Z,140933,2024-07-24,FULL,WITHDRAWN,140879,,WFH - Moving to a new home or handling logistics related to a recent move.,37,1,None,None,None,None
309,2025-11-26T18:14:36Z,210017,2024-07-20,PM,PENDING_WITHDRAWAL,210001,,WFH - Taking a day for self-care or to manage stress and prevent burnout.,26,1,None,None,None,None
310,2025-02-27T13:15:08Z,151407,2024-09-10,FULL,CANCELLED,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",72,1,None,None,None,None
311,2025-06-20T18:04:37Z,151605,2024-10-22,PM,PENDING_WITHDRAWAL,151408,140001,OOO - Taking a day for self-care or to manage stress and prevent burnout.,43,1,None,None,None,None
312,2025-10-02T16:27:52Z,151525,2024-07-19,FULL,WITHDRAWN,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",17,1,None,None,None,None
313,2025-02-26T00:23:43Z,151492,2024-09-17,AM,PENDING_APPROVAL,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",94,1,None,None,None,None
314,2024-12-24T17:43:04Z,151547,2024-07-21,PM,WITHDRAWN,151408,140001,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",5,1,None,None,None,None
315,2025-04-06T09:57:38Z,180034,2024-10-16,FULL,APPROVED,180001,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",98,1,None,None,None,None
316,2025-03-25T15:26:50Z,171012,2024-10-17,FULL,WITHDRAWN,171014,,WFH - Moving to a new home or handling logistics related to a recent move.,83,1,None,None,None,None
317,2025-06-25T23:00:32Z,160315,2024-07-11,PM,REJECTED,160008,,"WFH - Attending a family wedding, birthday, or significant milestone celebration.",41,1,None,None,None,None
318,2025-11-12T01:31:43Z,150096,2024-10-05,PM,PENDING_WITHDRAWAL,151408,140001,"OOO - Taking care of a family member, elderly care, or childcare issues.",84,1,None,None,None,None
319,2025-07-07T00:54:34Z,180021,2024-10-01,PM,APPROVED,180001,,WFH - Moving to a new home or handling logistics related to a recent move.,48,1,None,None,None,None
320,2025-11-03T00:34:03Z,160288,2024-08-13,AM,REJECTED,160008,,"OOO - Taking leave to attend a course, certification, or exam preparation.",44,1,None,None,None,None
321,2025-11-16T06:58:25Z,151605,2024-07-23,FULL,REJECTED,151408,140001,WFH - Celebrating a religious holiday or participating in a faith-based event.,3,1,None,None,None,None
322,2024-12-21T13:25:12Z,150175,2024-07-13,PM,PENDING_WITHDRAWAL,151408,140001,"WFH - Taking care of a family member, elderly care, or childcare issues.",34,1,None,None,None,None
323,2025-02-10T23:30:19Z,150143,2024-08-09,AM,PENDING_APPROVAL,151408,140001,WFH - Taking a day for self-care or to manage stress and prevent burnout.,73,1,None,None,None,None
324,2025-02-04T14:52:07Z,140015,2024-07-25,PM,PENDING_APPROVAL,140894,,"WFH - Weather disruptions, transportation issues, or emergencies.",42,1,None,None,None,None
