arrangement_id,update_datetime,requester_staff_id,wfh_date,wfh_type,current_approval_status,approving_officer,delegate_approving_offer,reason_description,batch_id,latest_log_id,supporting_doc_1,supporting_doc_2,supporting_doc_3,status_reason,I
164,2025-08-26T00:41:21Z,160315.0,10/10/24,PM,PENDING_APPROVAL,160008.0,,,10,1,,,,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs."
165,2025-11-15T05:02:31Z,150655.0,25/9/24,PM,CANCELLED,151408.0,,,15,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
166,2025-01-18T22:20:06Z,151500.0,30/9/24,FULL,PENDING_APPROVAL,151408.0,,,72,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
167,2025-07-23T04:51:12Z,150163.0,18/7/24,PM,PENDING_WITHDRAWAL,151408.0,,,16,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
168,2024-12-30T01:52:49Z,150345.0,8/10/24,FULL,PENDING_APPROVAL,151408.0,,,66,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
169,2024-11-28T11:15:46Z,190017.0,5/8/24,PM,CANCELLED,150008.0,,,56,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
170,2025-05-09T18:39:21Z,151477.0,16/7/24,PM,PENDING_APPROVAL,151408.0,,,41,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
171,2025-11-26T10:25:29Z,151543.0,23/7/24,PM,CANCELLED,151408.0,,,77,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
172,2025-04-04T10:02:06Z,170238.0,3/10/24,AM,APPROVED,171009.0,,,100,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
173,2025-05-19T07:03:36Z,151595.0,1/10/24,AM,PENDING_WITHDRAWAL,151408.0,,,94,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
174,2025-02-06T07:07:55Z,151507.0,30/8/24,FULL,APPROVED,151408.0,,,41,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
175,2025-05-09T13:14:43Z,140888.0,12/10/24,AM,REJECTED,140008.0,,,6,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
176,2025-04-04T00:39:15Z,151547.0,29/9/24,FULL,PENDING_WITHDRAWAL,151408.0,,,35,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
177,2025-11-21T04:21:06Z,190067.0,3/10/24,FULL,CANCELLED,150008.0,,,82,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
178,2024-11-16T12:21:08Z,151489.0,11/7/24,AM,PENDING_WITHDRAWAL,151408.0,,,84,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
179,2025-09-11T11:44:55Z,190036.0,9/7/24,PM,PENDING_APPROVAL,150008.0,,,8,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
180,2025-01-18T14:52:13Z,190091.0,22/9/24,FULL,WITHDRAWN,150008.0,,,52,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
181,2025-05-29T22:00:43Z,151613.0,25/8/24,AM,PENDING_APPROVAL,151408.0,,,42,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
182,2025-10-01T12:47:30Z,150632.0,20/8/24,PM,REJECTED,151408.0,,,54,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
183,2025-04-23T19:37:03Z,151198.0,3/8/24,PM,PENDING_APPROVAL,151408.0,,,85,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
184,2025-10-29T04:41:22Z,190032.0,3/9/24,FULL,CANCELLED,150008.0,,,48,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
185,2025-10-25T00:35:16Z,160333.0,11/7/24,AM,PENDING_APPROVAL,160008.0,,,70,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
186,2025-07-09T10:11:05Z,151443.0,3/7/24,FULL,REJECTED,151408.0,,,85,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
187,2025-08-08T18:32:59Z,151596.0,17/7/24,AM,APPROVED,151408.0,,,70,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
188,2025-03-22T05:47:33Z,160289.0,26/9/24,FULL,REJECTED,160008.0,,,87,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
189,2025-10-26T07:39:55Z,150216.0,27/8/24,PM,APPROVED,151408.0,,,82,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
190,2025-08-05T20:16:49Z,150118.0,26/8/24,PM,APPROVED,151408.0,,,27,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
191,2025-10-07T22:34:01Z,210028.0,28/8/24,FULL,PENDING_WITHDRAWAL,210001.0,,,83,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
192,2025-03-04T05:57:12Z,190089.0,20/10/24,PM,CANCELLED,150008.0,,,84,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
193,2025-10-24T09:44:24Z,171016.0,7/9/24,AM,CANCELLED,171018.0,,,13,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
194,2025-07-04T17:40:17Z,150435.0,5/7/24,PM,PENDING_WITHDRAWAL,151408.0,,,44,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
195,2025-04-08T09:24:01Z,150095.0,25/10/24,AM,PENDING_APPROVAL,151408.0,,,48,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
196,2024-11-24T21:43:05Z,151408.0,7/8/24,AM,WITHDRAWN,130002.0,,,19,1,,,,,"OOO - Attending a family wedding, birthday, or significant milestone celebration."
197,2024-11-21T16:18:33Z,150423.0,31/8/24,AM,CANCELLED,151408.0,,,39,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
198,2025-07-04T00:51:19Z,151464.0,6/7/24,PM,REJECTED,151408.0,,,56,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
199,2025-09-06T09:59:41Z,190070.0,2/9/24,FULL,REJECTED,150008.0,,,78,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
200,2025-11-22T00:03:51Z,150166.0,2/10/24,PM,PENDING_APPROVAL,151408.0,,,92,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
201,2025-04-19T22:45:02Z,160314.0,18/9/24,PM,CANCELLED,160008.0,,,41,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
202,2025-11-11T16:49:26Z,151533.0,13/8/24,PM,CANCELLED,151408.0,,,76,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
203,2025-04-22T09:21:45Z,190009.0,3/7/24,AM,CANCELLED,150008.0,,,19,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
204,2024-12-13T10:16:06Z,151495.0,16/7/24,AM,WITHDRAWN,151408.0,,,38,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
205,2025-04-21T11:18:52Z,151527.0,28/8/24,FULL,APPROVED,151408.0,,,66,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
206,2025-06-11T03:43:55Z,190044.0,21/7/24,AM,REJECTED,150008.0,,,28,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
207,2025-03-10T23:14:57Z,140927.0,14/8/24,AM,WITHDRAWN,140879.0,,,9,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
208,2025-08-07T10:29:34Z,151560.0,13/7/24,FULL,CANCELLED,151408.0,,,20,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
209,2025-07-23T22:27:53Z,150233.0,12/7/24,FULL,APPROVED,151408.0,,,84,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
210,2024-12-21T20:44:48Z,151520.0,2/8/24,PM,REJECTED,151408.0,,,85,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
211,2024-12-16T09:26:41Z,151464.0,30/8/24,FULL,WITHDRAWN,151408.0,,,14,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
212,2025-10-24T06:33:48Z,151459.0,1/7/24,FULL,WITHDRAWN,151408.0,,,20,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
213,2024-12-11T12:50:18Z,151483.0,12/9/24,AM,REJECTED,151408.0,,,100,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
214,2025-09-11T21:47:27Z,150095.0,31/7/24,PM,WITHDRAWN,151408.0,,,26,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
215,2025-03-09T12:01:07Z,171046.0,17/7/24,AM,CANCELLED,171029.0,,,21,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
216,2025-01-14T15:20:23Z,160293.0,25/7/24,AM,WITHDRAWN,160008.0,,,71,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
217,2025-05-22T19:18:18Z,151608.0,21/7/24,FULL,CANCELLED,151408.0,,,53,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
218,2025-06-29T05:22:57Z,180019.0,12/7/24,AM,PENDING_WITHDRAWAL,180001.0,,,14,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
219,2025-02-27T15:56:59Z,160316.0,24/10/24,AM,PENDING_WITHDRAWAL,160008.0,,,78,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
220,2025-09-07T13:35:08Z,190086.0,14/8/24,PM,PENDING_APPROVAL,150008.0,,,66,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
221,2025-09-30T07:32:43Z,180034.0,22/7/24,AM,PENDING_WITHDRAWAL,180001.0,,,46,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
222,2025-06-19T14:50:39Z,190065.0,29/10/24,PM,APPROVED,150008.0,,,61,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
223,2025-10-14T00:45:58Z,151603.0,26/10/24,FULL,APPROVED,151408.0,,,38,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
224,2025-06-12T21:53:24Z,190092.0,16/10/24,PM,WITHDRAWN,150008.0,,,11,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
225,2024-12-09T15:11:48Z,150318.0,5/10/24,FULL,REJECTED,151408.0,,,36,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
226,2025-07-26T02:37:23Z,170166.0,2/10/24,AM,APPROVED,130002.0,,,46,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
227,2024-11-15T09:22:47Z,151470.0,22/10/24,AM,PENDING_APPROVAL,151408.0,,,87,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
228,2025-02-17T13:52:13Z,140888.0,12/9/24,AM,PENDING_APPROVAL,140008.0,,,58,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
229,2025-08-14T04:26:42Z,190016.0,6/9/24,AM,WITHDRAWN,150008.0,,,97,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
230,2024-11-04T19:51:23Z,190004.0,19/9/24,PM,CANCELLED,150008.0,,,23,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
231,2025-02-18T21:19:18Z,190028.0,24/8/24,PM,WITHDRAWN,150008.0,,,10,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
232,2024-12-12T17:31:07Z,140102.0,9/7/24,FULL,CANCELLED,140894.0,,,91,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
233,2025-05-26T05:36:09Z,151502.0,26/10/24,PM,PENDING_WITHDRAWAL,151408.0,,,21,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
234,2024-11-25T10:51:17Z,150075.0,8/9/24,PM,WITHDRAWN,151408.0,,,94,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
235,2024-12-17T21:11:24Z,150976.0,3/9/24,AM,REJECTED,151408.0,,,68,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
236,2025-09-29T10:40:38Z,150695.0,5/7/24,PM,CANCELLED,151408.0,,,51,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
237,2025-10-29T10:00:25Z,210023.0,17/7/24,PM,APPROVED,210001.0,,,46,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
238,2025-10-04T03:38:29Z,151546.0,1/7/24,FULL,PENDING_WITHDRAWAL,151408.0,,,22,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
239,2025-04-12T13:44:54Z,140895.0,15/10/24,PM,PENDING_APPROVAL,140103.0,,,4,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
240,2025-04-16T15:57:05Z,190021.0,8/10/24,AM,PENDING_APPROVAL,150008.0,,,24,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
241,2025-11-07T06:02:28Z,150115.0,27/7/24,PM,APPROVED,151408.0,,,41,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
242,2025-10-28T09:49:17Z,140003.0,11/8/24,PM,PENDING_WITHDRAWAL,140894.0,,,43,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
243,2024-11-16T03:06:24Z,151603.0,16/9/24,PM,PENDING_APPROVAL,151408.0,,,52,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
244,2025-02-04T10:53:12Z,160294.0,3/9/24,FULL,WITHDRAWN,160008.0,,,40,1,,,,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs."
245,2025-04-21T15:44:45Z,190017.0,23/8/24,FULL,WITHDRAWN,150008.0,,,52,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
246,2025-07-08T16:15:59Z,150398.0,20/10/24,AM,WITHDRAWN,151408.0,,,89,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
247,2024-12-24T19:21:14Z,190066.0,26/9/24,FULL,APPROVED,150008.0,,,33,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
248,2025-11-24T05:13:16Z,151568.0,21/8/24,FULL,PENDING_WITHDRAWAL,151408.0,,,98,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
249,2025-10-02T23:33:45Z,150215.0,24/8/24,FULL,WITHDRAWN,151408.0,,,59,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
250,2025-08-25T18:18:11Z,140937.0,4/10/24,PM,REJECTED,140879.0,,,40,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
251,2025-11-22T18:24:10Z,210020.0,23/10/24,AM,REJECTED,210001.0,,,37,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
252,2025-10-16T01:12:53Z,140905.0,2/8/24,AM,PENDING_WITHDRAWAL,140944.0,,,35,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
253,2025-05-15T22:11:36Z,150265.0,7/9/24,AM,PENDING_WITHDRAWAL,151408.0,,,88,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
254,2024-12-05T07:59:29Z,140909.0,12/8/24,AM,CANCELLED,140944.0,,,48,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
255,2025-03-24T12:28:00Z,150343.0,19/8/24,FULL,PENDING_WITHDRAWAL,151408.0,,,68,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
256,2025-11-11T12:48:16Z,190082.0,17/10/24,PM,CANCELLED,150008.0,,,15,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
257,2025-07-31T10:30:51Z,151448.0,20/10/24,AM,REJECTED,151408.0,,,17,1,,,,,"OOO - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
258,2025-06-21T05:11:39Z,151524.0,13/7/24,AM,WITHDRAWN,151408.0,,,94,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
259,2025-04-28T21:55:41Z,151502.0,21/9/24,FULL,WITHDRAWN,151408.0,,,100,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
260,2025-08-01T14:06:44Z,190028.0,25/10/24,PM,WITHDRAWN,150008.0,,,67,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
261,2025-07-06T01:51:46Z,140905.0,12/8/24,FULL,REJECTED,140944.0,,,41,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
262,2025-08-15T21:11:27Z,151570.0,2/10/24,AM,CANCELLED,151408.0,,,82,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
263,2025-08-06T16:20:23Z,150008.0,2/9/24,AM,REJECTED,130002.0,,,81,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
264,2025-08-15T23:45:00Z,210030.0,12/10/24,AM,PENDING_WITHDRAWAL,210001.0,,,53,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
265,2025-01-20T16:56:24Z,140004.0,30/9/24,AM,PENDING_APPROVAL,140894.0,,,37,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
266,2025-10-09T16:59:27Z,150208.0,16/8/24,AM,PENDING_WITHDRAWAL,151408.0,,,12,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
267,2025-02-04T20:13:03Z,140900.0,12/10/24,FULL,PENDING_APPROVAL,140103.0,,,24,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
268,2024-12-17T23:20:25Z,151539.0,15/10/24,PM,WITHDRAWN,151408.0,,,45,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
269,2025-06-19T02:55:54Z,160299.0,24/9/24,PM,PENDING_APPROVAL,160008.0,,,13,1,,,,,"OOO - Planned time off to recharge, travel, or enjoy a break."
270,2024-11-25T14:45:30Z,151526.0,12/8/24,FULL,WITHDRAWN,151408.0,,,35,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
271,2025-10-03T23:00:42Z,151524.0,3/7/24,PM,PENDING_WITHDRAWAL,151408.0,,,31,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
272,2025-10-21T16:06:28Z,151448.0,30/9/24,PM,PENDING_WITHDRAWAL,151408.0,,,32,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
273,2025-11-18T08:07:45Z,151496.0,3/10/24,FULL,REJECTED,151408.0,,,8,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
274,2025-07-29T02:44:49Z,171018.0,2/9/24,PM,REJECTED,170166.0,,,19,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
275,2024-11-04T02:25:49Z,150008.0,18/10/24,AM,REJECTED,130002.0,,,8,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
276,2025-08-19T16:07:29Z,140948.0,8/7/24,PM,PENDING_WITHDRAWAL,140879.0,,,38,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
277,2025-08-11T10:19:00Z,140102.0,27/8/24,PM,APPROVED,140894.0,,,86,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
278,2025-10-07T12:49:59Z,151505.0,14/7/24,AM,PENDING_APPROVAL,151408.0,,,53,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
279,2025-09-14T18:46:51Z,150935.0,31/7/24,PM,CANCELLED,151408.0,,,5,1,,,,,"OOO - Weather disruptions, transportation issues, or emergencies."
280,2025-01-16T02:57:44Z,170215.0,10/10/24,FULL,WITHDRAWN,171009.0,,,93,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
281,2025-11-10T05:12:42Z,150193.0,2/8/24,AM,PENDING_WITHDRAWAL,151408.0,,,2,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
282,2025-06-21T18:05:03Z,160145.0,18/10/24,FULL,PENDING_WITHDRAWAL,160008.0,,,33,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
283,2025-05-19T05:35:52Z,151459.0,29/8/24,PM,PENDING_WITHDRAWAL,151408.0,,,92,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
284,2024-11-25T07:37:18Z,160258.0,14/10/24,AM,REJECTED,160008.0,,,61,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
285,2025-07-09T17:56:49Z,160304.0,23/8/24,AM,REJECTED,160008.0,,,48,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
286,2025-01-07T00:06:27Z,190097.0,27/9/24,FULL,PENDING_APPROVAL,150008.0,,,3,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
287,2025-09-07T09:28:26Z,151456.0,22/7/24,FULL,REJECTED,151408.0,,,49,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
288,2025-11-28T21:29:49Z,151560.0,23/7/24,FULL,PENDING_WITHDRAWAL,151408.0,,,97,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
289,2025-01-01T05:08:24Z,150275.0,16/9/24,AM,PENDING_WITHDRAWAL,151408.0,,,93,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
290,2024-11-06T15:39:31Z,160332.0,20/7/24,PM,REJECTED,160008.0,,,20,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
291,2025-08-17T23:29:25Z,151055.0,20/8/24,AM,PENDING_WITHDRAWAL,151408.0,,,12,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
292,2025-09-10T16:23:33Z,151520.0,26/7/24,PM,APPROVED,151408.0,,,24,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
293,2025-08-29T08:42:57Z,210041.0,13/8/24,FULL,PENDING_APPROVAL,210001.0,,,39,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
294,2025-09-16T02:45:26Z,190067.0,27/8/24,AM,CANCELLED,150008.0,,,23,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
295,2025-08-22T05:27:14Z,190096.0,6/7/24,PM,REJECTED,150008.0,,,20,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
296,2025-08-30T17:28:45Z,150765.0,28/7/24,FULL,CANCELLED,151408.0,,,60,1,,,,,OOO - Moving to a new home or handling logistics related to a recent move.
297,2025-01-16T14:29:33Z,210032.0,24/8/24,AM,REJECTED,210001.0,,,18,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
298,2025-09-23T18:41:13Z,190069.0,1/7/24,AM,WITHDRAWN,150008.0,,,39,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
299,2025-11-24T00:48:36Z,150525.0,6/8/24,PM,CANCELLED,151408.0,,,12,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
300,2025-05-22T18:12:46Z,171045.0,25/7/24,PM,WITHDRAWN,171029.0,,,56,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
301,2025-01-15T02:35:37Z,151545.0,6/9/24,PM,APPROVED,151408.0,,,12,1,,,,,OOO - Celebrating a religious holiday or participating in a faith-based event.
302,2025-10-04T14:30:44Z,151506.0,22/7/24,FULL,WITHDRAWN,151408.0,,,94,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
303,2025-11-19T11:06:44Z,140935.0,18/10/24,PM,PENDING_APPROVAL,140879.0,,,3,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
304,2024-11-07T22:49:46Z,190082.0,25/10/24,PM,APPROVED,150008.0,,,17,1,,,,,"WFH - Personal health issues, dental or specialist appointments, routine check-ups, or recovery after minor surgery."
305,2025-07-26T06:41:21Z,150976.0,3/8/24,FULL,WITHDRAWN,151408.0,,,100,1,,,,,"WFH - Handling important personal matters such as legal appointments, bank work, or home repairs."
306,2025-08-01T01:18:39Z,190075.0,26/8/24,PM,REJECTED,150008.0,,,52,1,,,,,"OOO - Handling important personal matters such as legal appointments, bank work, or home repairs."
307,2025-08-11T21:23:21Z,150208.0,2/7/24,FULL,WITHDRAWN,151408.0,,,53,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
308,2025-01-10T13:12:25Z,140933.0,24/7/24,FULL,WITHDRAWN,140879.0,,,37,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
309,2025-11-26T18:14:36Z,210017.0,20/7/24,PM,PENDING_WITHDRAWAL,210001.0,,,26,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
310,2025-02-27T13:15:08Z,151407.0,10/9/24,FULL,CANCELLED,151408.0,,,72,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
311,2025-06-20T18:04:37Z,151605.0,22/10/24,PM,PENDING_WITHDRAWAL,151408.0,,,43,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
312,2025-10-02T16:27:52Z,151525.0,19/7/24,FULL,WITHDRAWN,151408.0,,,17,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
313,2025-02-26T00:23:43Z,151492.0,17/9/24,AM,PENDING_APPROVAL,151408.0,,,94,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
314,2024-12-24T17:43:04Z,151547.0,21/7/24,PM,WITHDRAWN,151408.0,,,5,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
315,2025-04-06T09:57:38Z,180034.0,16/10/24,FULL,APPROVED,180001.0,,,98,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
316,2025-03-25T15:26:50Z,171012.0,17/10/24,FULL,WITHDRAWN,171014.0,,,83,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
317,2025-06-25T23:00:32Z,160315.0,11/7/24,PM,REJECTED,160008.0,,,41,1,,,,,"WFH - Attending a family wedding, birthday, or significant milestone celebration."
318,2025-11-12T01:31:43Z,150096.0,5/10/24,PM,PENDING_WITHDRAWAL,151408.0,,,84,1,,,,,"OOO - Taking care of a family member, elderly care, or childcare issues."
319,2025-07-07T00:54:34Z,180021.0,1/10/24,PM,APPROVED,180001.0,,,48,1,,,,,WFH - Moving to a new home or handling logistics related to a recent move.
320,2025-11-03T00:34:03Z,160288.0,13/8/24,AM,REJECTED,160008.0,,,44,1,,,,,"OOO - Taking leave to attend a course, certification, or exam preparation."
321,2025-11-16T06:58:25Z,151605.0,23/7/24,FULL,REJECTED,151408.0,,,3,1,,,,,WFH - Celebrating a religious holiday or participating in a faith-based event.
322,2024-12-21T13:25:12Z,150175.0,13/7/24,PM,PENDING_WITHDRAWAL,151408.0,,,34,1,,,,,"WFH - Taking care of a family member, elderly care, or childcare issues."
323,2025-02-10T23:30:19Z,150143.0,9/8/24,AM,PENDING_APPROVAL,151408.0,,,73,1,,,,,WFH - Taking a day for self-care or to manage stress and prevent burnout.
324,2025-02-04T14:52:07Z,140015.0,25/7/24,PM,PENDING_APPROVAL,140894.0,,,42,1,,,,,"WFH - Weather disruptions, transportation issues, or emergencies."
325,2025-01-11T19:35:51Z,171018.0,25/8/24,AM,APPROVED,170166.0,,,6,1,,,,,OOO - Taking a day for self-care or to manage stress and prevent burnout.
326,2024-12-19T19:26:59Z,160333.0,28/8/24,PM,PENDING_WITHDRAWAL,160008.0,,,11,1,,,,,"WFH - Planned time off to recharge, travel, or enjoy a break."
327,2025-10-21T08:37:44Z,151118.0,15/7/24,AM,REJECTED,151408.0,,,53,1,,,,,"WFH - Taking leave to attend a course, certification, or exam preparation."
